basvuru_id,basvuru_tarihi,sirket,pozisyon,ulke,sehir,calisma_turu,kaynak,ilan_url,basvuru_onay_url,durum,cevap_tarihi,iletisim_kisi,iletisim_email,notlar
1,2026-09-16,"TP Greece","Pozisyon belirtilmedi","Yunanistan","Atina","Belirtilmedi","TP Greece","","https://tp-greece.com/thank-you-for-applying/","Başvuru yapıldı","","","","Başvuru onay sayfasına ulaşıldı; pozisyon linki henüz kaydedilmedi."
